direccion_completa,Gasolina 95,Gasolina 98,Diésel,Diésel premium,rotulo,horario,ultimo_dato
"Carretera Comarcal 3311 Km. 52,300, 03780 Pego (Alicante)",2.089,,2.089,,RACONS,L-S: 07:00-19:00,2022-07-19 11:00:00
"Carretera Comarcal 4053 Km. 7,200, 45531 Carmena (Toledo)",1.959,,1.979,2.029,REPSOL,L-S: 08:00-15:00 y 16:00-20:00,2022-07-20 00:00:00
"Carretera Comarcal 420 Km. 93,700, 14280 Belalcázar (Córdoba)",2.069,,1.989,,AGLA,L-S: 06:00-22:00,2022-07-18 13:04:00
"Carretera Comarcal 501 Km. 58,200, 10460 Losar De La Vera (Cáceres)",1.989,,1.959,,E.S. COMARCA DE LA VERA,L-V: 07:00-21:00; S-D: 07:30-21:00,2022-07-20 02:01:00
"Carretera Comarcal 5100 Km. 5,300, 45638 Pepino (Toledo)",1.979,2.099,2.019,2.089,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Comarcal 512 Km. 23,6, 10813 Pozuelo De Zarzón (Cáceres)",1.949,,1.959,,REPSOL,L-D: 08:00-21:00,2022-07-20 00:00:00
"Carretera Comarcal 526 Km. 59, 10896 Perales Del Puerto (Cáceres)",2.019,2.189,1.999,,IBERDOEX,L-D: 07:00-22:00,2022-07-18 17:02:00
"Carretera Comarcal 527 Km. 29, 23780 Lopera (Jaén)",2.029,,1.999,2.059,E.S. LA LOPERANA,L-D: 06:00-22:00,2022-07-19 18:41:00
"Carretera Comarcal 625 Km. 48400, 39513 Ruente (Cantabria)",2.019,2.209,1.979,2.029,SHELL,L-D: 24H,2022-07-18 15:01:00
"Carretera Comarcal 630 Km., 27120 Castroverde (Lugo)",2.015,,1.929,2.075,ESTACION DE SERVICIO LA FORTALEZA,L-D: 07:00-23:00,2022-07-18 23:59:00
"Carretera Comarcal 631 Km. 8, 24492 Cubillos Del Sil (León)",1.979,,1.979,2.029,REPSOL,L-V: 07:00-22:00; S: 08:00-22:00,2022-07-20 00:00:00
"Carretera Comarcal 721 Km. 7200, 07730 Alaior (Balears (Illes))",2.129,,2.099,,CEPSA,L-D: 06:00-23:00,2022-07-18 09:21:00
"Carretera Comarcal C-16 Km. 105, 08699 Cercs (Barcelona)",,2.112,1.899,1.929,PETROMIRALLES,L-D: 24H,2022-07-19 14:00:00
"Carretera Comarcal C-16 Km. 105,5, 08698 Cercs (Barcelona)",,2.112,1.899,1.929,PETROMIRALLES,L-D: 24H,2022-07-19 14:00:00
"Carretera Comarcal Co-150 Km. 0,5, 14220 Espiel (Córdoba)",1.999,,1.969,,MEROIL,L-S: 06:00-22:00,2022-07-20 06:00:00
"Carretera Comarcal Coin-Malaga Km. 89, 29016 Málaga (Málaga)",2.019,2.161,1.989,2.079,BP SAN ISIDRO,L-V: 07:00-21:00; S-D: 08:00-16:00,2022-07-19 09:41:00
"Carretera Comarcal Infesta-Rante Enlace Km. S/N, 32910 San Cibrao Das Viñas (Ourense)",1.979,2.129,1.999,2.089,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Carretera Comarcal Km. 246, 08880 Cubelles (Barcelona)",2.049,2.199,2.009,2.049,CARREFOUR,L-D: 24H,2022-07-19 15:17:00
"Carretera Comarcal Lo 640 Km. 0,8, 26510 Pradejón (Rioja (La))",1.979,2.109,1.969,2.019,REPSOL,L-V: 07:00-21:00; S: 07:00-14:00,2022-07-20 00:00:00
"Carretera Comarcal M236 Km. 51,600, 28812 Pezuela De Las Torres (Madrid)",1.959,,1.979,2.029,REPSOL,L: 07:00-22:00,2022-07-20 00:00:00
"Carretera Comarcal Na-170 Km 31,1, 31740 Doneztebe/Santesteban (Navarra)",1.999,,1.939,,AVIA,L-D: 07:00-22:00,2022-07-18 07:00:00
"Carretera Corbones Km. 0,5, 11693 Alcalá Del Valle (Cádiz)",,,1.909,,SOC.COOP.AND.EUROPEOS,L-V: 08:00-13:30 y 15:30-19:00; S: 08:00-13:30,2022-07-18 16:12:00
"Carretera Cordoba-Malaga Km. 36,450, 14350 Montemayor (Córdoba)",,,1.886,,GASOLEO A-B,L-D: 07:00-22:00,2022-07-18 09:07:00
"Carretera Cordoba-Palma Del Rio Km. 40, 14740 Hornachuelos (Córdoba)",1.975,,1.969,1.999,REPSOL,L-S: 06:00-21:00; D: 08:00-20:00,2022-07-20 06:00:00
"Carretera Cordoba-Valencia Km 149 Km. 149, 23400 Úbeda (Jaén)",1.999,,1.919,,EUROIL CUATROCAMINOS,L-D: 24H,2022-07-18 15:27:00
"Carretera Cordoba-Valencia Km. 175, 23300 Villacarrillo (Jaén)",1.965,,1.989,,S.C.A. SANTISIMO CRISTO DE LA VERACRUZ,L-D: 05:30-23:00,2022-07-18 08:56:00
"Carretera Cordoba Almeria Km. 158, 23560 Huelma (Jaén)",1.926,2.13,1.905,1.965,E.S. SAN CRISTOBAL,L-D: 07:00-23:00,2022-07-18 15:00:00
"Carretera Córdoba Km 420 Km. 420, 18240 Pinos Puente (Granada)",,,1.989,,ES AIRPORT GRUPO CARIÑO,L-D: 24H,2022-07-18 08:56:00
"Carretera Cordoba Km. 0,8, 29200 Antequera (Málaga)",1.967,,1.894,,SCA-N-331,L-S: 08:00-20:00,2022-07-18 09:24:00
"Carretera Corella Km. 3,5, 31500 Tudela (Navarra)",1.969,,1.899,,AN ENERGETICOS S.L.,L-D: 24H,2022-07-18 16:30:00
"Carretera Corera, S/Nº, 26146 El Redal (Rioja (La))",,,,,NINGUNO,L-D: 24H,2022-07-18 10:44:00
"Carretera Coria - Salamanca Km. 41, 10630 Pinofranqueado (Cáceres)",1.989,,1.989,2.049,BP LAS HURDES,L-D: 07:30-20:30,2022-07-19 15:02:00
"Carretera Cornellana-Puerto De Cerredo Km. 15,4, 33816 Cangas Del Narcea (Asturias)",2.099,2.348,1.999,2.099,CEPSA,L-D: 06:30-22:30,2022-07-18 11:46:00
"Carretera Cortes (De) Km. 26, 11570 Jerez De La Frontera (Cádiz)",,,1.91,,COOPERATIVA LA FLORIDA,L-D: 24H,2022-07-18 20:37:00
"Carretera Coruña-Finisterre Km. 5, 15140 Arteixo (Coruña (A))",1.959,2.089,1.959,2.019,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Cp-1105 Km. 14, 15937 Boiro (Coruña (A))",2.049,2.189,1.939,2.019,SHELL,L-D: 06:00-22:00,2022-07-19 14:00:00
"Carretera Cp-1706 Km. 1,2, 15660 Cambre (Coruña (A))",2.004,,2.019,2.085,CEPSA,L-D: 07:00-23:00,2022-07-19 10:14:00
"Carretera Cp-189 Km. 0,3, 14830 Espejo (Córdoba)",,,1.977,,ALMAZARA SAN BARTOLOME,L-D: 24H,2022-07-18 12:06:00
"Carretera Cp-5813 Km. 5,3, 15160 Sada (Coruña (A))",1.979,,1.959,2.029,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Cp-7804 Km. 6,2, 15687 Trazo (Coruña (A))",2.15,,1.999,2.15,EESSBENZA,L-D: 07:00-23:00,2022-07-18 17:38:00
"Carretera Cr-122 Km. 26,100, 13700 Tomelloso (Ciudad Real)",1.929,2.059,2.009,2.059,REPSOL COMERCIAL,L-S: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr-201 Km. 17, 13670 Villarrubia De Los Ojos (Ciudad Real)",1.914,,1.89,,EL RUBIAL SOC. COOP.,L-D: 24H,2022-07-18 20:07:00
"Carretera Cr-440,32c-440 Km. 32, 11170 Medina Sidonia (Cádiz)",1.959,2.069,1.979,2.049,REPSOL,L-V: 06:30-22:00; S-D: 07:00-22:00,2022-07-20 00:00:00
"Carretera Cr-503 Km. 3,2, 13500 Puertollano (Ciudad Real)",1.929,2.069,2.019,2.089,REPSOL,L-V: 06:00-22:00; S-D: 07:00-15:00,2022-07-20 00:00:00
"Carretera Cr-506 Km. 3,300, 13440 Argamasilla De Calatrava (Ciudad Real)",1.929,2.069,2.009,2.079,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr-Ma-426 Km. 1, 29649 Mijas (Málaga)",1.999,2.149,1.989,2.079,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Cr 3213 Km. 12, 03640 Monóvar/Monòver (Alicante)",1.969,2.079,1.969,2.019,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr 420, Km. 181,7, 14445 Cardeña (Córdoba)",1.939,,1.939,,REPSOL,L-V: 07:30-22:00; S-D: 07:30-14:30,2022-07-20 00:00:00
"Carretera Cr A Albarracin Km. 13, 44366 Orihuela Del Tremedal (Teruel)",1.989,,1.949,,E.S.ORIHUELA DEL TREMEDAL,L-D: 07:00-23:00,2022-07-18 22:26:00
"Carretera Cr C-14 Km. 156,5, 25793 Coll De Nargó (Lleida)",2.078,,2.004,,CEPSA,L-D: 08:00-20:00,2022-07-19 09:33:00
"Carretera Cr C-250 Gerona-San Feliu Km. 11,800, 17244 Cassà De La Selva (Girona)",2.049,2.19,1.999,2.09,RABELL,L-D: 06:00-22:00,2022-07-19 12:08:00
"Carretera Cr C-321,2,5 Km. 2,5, 18193 Vegas Del Genil (Granada)",1.949,2.059,1.939,1.989,REPSOL,L-D: 07:00-22:00,2022-07-20 00:00:00
"Carretera Cr C-3211 A Km. 69, 30800 Lorca (Murcia)",1.939,,1.969,2.039,REPSOL,L-S: 06:30-22:00; D: 07:00-22:00,2022-07-20 00:00:00
"Carretera Cr C-401, Km. 225, 10130 Zorita (Cáceres)",1.986,,1.987,2.049,REPSOL,L-D: 07:00-22:00,2022-07-18 14:07:00
"Carretera Cr C-615 Km. 83,1, 34889 Fresno Del Río (Palencia)",1.959,2.069,1.949,1.999,REPSOL,L-V: 07:00-21:00; S-D: 08:00-21:00,2022-07-20 00:00:00
"Carretera Cr C-713  Palma-Puerto Alcudia Km. 13, 07141 Marratxí (Balears (Illes))",2.049,2.199,2.029,2.119,REPSOL,L-D: 06:00-22:00,2022-07-19 08:39:00
"Carretera Cr C610 Km. 26,2, 05220 Madrigal De Las Altas Torres (Ávila)",2.039,2.189,2.009,2.069,F.COCA P. S.L.,L-S: 07:00-22:00; D: 08:00-14:00,2022-07-19 08:19:00
"Carretera Cr Ca-141 Km. 7,8, 39130 Marina De Cudeyo (Cantabria)",2.009,2.159,1.989,2.079,REPSOL,L-D: 07:30-22:00,2022-07-20 00:00:00
"Carretera Cr Ca-603 Km. 4,2, 11500 El Puerto De Santa María (Cádiz)",2.069,2.169,1.969,2.059,SP,L-D: 24H,2022-07-18 15:44:00
"Carretera Cr Ca-603 Km. 4,350, 11500 El Puerto De Santa María (Cádiz)",2.069,,1.969,2.059,SP,L-D: 07:00-22:00,2022-07-18 15:46:00
"Carretera Cr Circunvalacion 7 Km. 0,1, 06740 Orellana La Vieja (Badajoz)",,,,,SIN ROTULO,L-V: 07:30-18:30; S: 07:30-12:30,2022-07-18 10:01:00
"Carretera Cr Cm-1411 Abrera-Bellver Km. 17,1, 08296 Castellbell I El Vilar (Barcelona)",1.979,2.089,1.989,2.039,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr De Mijar Km. 6, 29640 Fuengirola (Málaga)",2.009,2.159,1.999,2.089,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Carretera Cr Gr-32 Se (Sureste), 1,8 Km. 1,8, 18151 Ogíjares (Granada)",1.949,2.059,1.949,1.999,REPSOL,L-D: 06:00-23:00,2022-07-20 00:00:00
"Carretera Cr Gu-221 Km. 20,6, 19161 Pozo De Guadalajara (Guadalajara)",1.995,2.205,1.979,2.039,REPSOL,L-D: 24H,2022-07-18 11:50:00
"Carretera Cr L-410, 9 Km. 410,9, 15141 Arteixo (Coruña (A))",1.959,2.089,1.959,2.009,REPSOL,L-D: 07:00-00:00,2022-07-20 00:00:00
"Carretera Cr Lz-2 Arrecife-Yaiza,P.k.6,7km Km. 6,7, 35572 Tías (Palmas (Las))",1.589,1.699,1.559,1.659,SPL,L-D: 07:00-22:00,2022-07-18 13:20:00
"Carretera Cr Lz-40 Km 0,6(Lz-40km1) Km. 0,6, 35572 Tías (Palmas (Las))",1.639,1.718,1.617,1.719,SPL,L-D: 06:00-23:00,2022-07-18 13:17:00
"Carretera Cr N-240 Km. 196,5, 22120 Siétamo (Huesca)",1.929,2.039,1.959,2.009,REPSOL,L-D: 07:00-21:00,2022-07-20 00:00:00
"Carretera Cr N-260 Km. 27,8, 17493 Pedret I Marzà (Girona)",2.029,2.169,1.999,2.089,PETRONOR,L-D: 06:00-22:00,2022-07-18 08:39:00
"Carretera Cr N-330 Km. 569,7, 22004 Huesca (Huesca)",1.939,2.089,1.959,2.049,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr N-340 Barcelona-Cadiz Km 861 Km. 841, 46260 Alberic (Valencia / València)",2.059,2.309,1.999,2.109,BP BERTA,L-D: 24H,2022-07-18 14:31:00
"Carretera Cr N-340 Km. 655,5, 30166 Murcia (Murcia)",1.949,2.059,1.949,2.039,REPSOL,L-V: 08:00-20:00,2022-07-20 00:00:00
"Carretera Cr N-430, 92,3 Km. 92,3, 06410 Santa Amalia (Badajoz)",1.929,,1.999,2.089,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr N-433 Km. 0, 21240 Aroche (Huelva)",1.949,,1.979,2.029,REPSOL,L: 07:00-22:00,2022-07-20 00:00:00
"Carretera Cr N-435 Km. 22,50, 06170 La Albuera (Badajoz)",1.939,,1.979,2.039,REPSOL,L: 06:30-22:00,2022-07-20 00:00:00
"Carretera Cr N-550 Pk 60 Km. 60, 15705 Santiago De Compostela (Coruña (A))",1.979,2.109,2.019,2.069,REPSOL,L-D: 07:00-20:00,2022-07-20 00:00:00
"Carretera Cr N 120 Km. 613,70, 36880 A Cañiza (Pontevedra)",2.019,,2.009,2.099,REPSOL,L-D: 07:00-23:00,2022-07-17 07:00:00
"Carretera Cr Na-7000, 5,3 Km. 5,3, 31170 Cendea De Olza/Oltza Zendea (Navarra)",1.999,,1.959,2.009,PETRONOR,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Cr Vl-1012 A Gandia 1vl-1012 Km. 1 Margen I Km. 1, 46720 Vilallonga/Villalonga (Valencia / València)",2.039,2.169,1.979,2.029,E.S. VILLALONGA,L-S: 06:00-22:00; D: 06:00-14:00,2022-07-18 10:12:00
"Carretera Cr.gijon Sevilla Km651 Km. 651, 06200 Almendralejo (Badajoz)",1.949,2.059,1.989,2.079,REPSOL,L-D: 06:30-22:00,2022-07-20 00:00:00
"Carretera Cr.nacional 541 Km. 28,80, 32500 O Carballiño (Ourense)",1.959,2.089,1.999,2.049,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Cra. N-340 Km 972 Km. 972, 46500 Sagunto/Sagunt (Valencia / València)",1.924,,1.874,,GASOLINERA SAGUNTO,L-V: 06:00-21:00; S-D: 06:00-15:00,2022-07-19 19:32:00
"Carretera Cra. N-432 Badajoz - Granada Km. 239,5, 14320 Córdoba (Córdoba)",1.979,,1.969,2.059,REPSOL,L-D: 24H,2022-07-19 09:45:00
"Carretera Cra.gral.la Zamora 22 Km. 3,100, 38410 Los Realejos (Santa Cruz De Tenerife)",1.639,1.739,1.639,1.709,SHELL LOS REALEJOS,L-D: 06:00-22:00,2022-07-18 09:35:00
"Carretera Creu Negra Km. 10, 46240 Carlet (Valencia / València)",1.897,2.159,1.879,1.897,COOPCARLET,L-D: 06:00-22:00,2022-07-19 11:25:00
"Carretera Creu Negra Km. 11, 46240 Carlet (Valencia / València)",1.877,,1.815,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Carretera Creu Negra Km. 3, 46240 Carlet (Valencia / València)",1.984,,1.866,,VCC CARLET,L-D: 24H,2022-07-18 20:28:00
"Carretera Crevillente-Torrevieja Km. 22,8, 03170 Rojales (Alicante)",2.064,2.206,2.004,2.094,BP ROJALES,L-D: 24H,2022-07-19 00:00:00
"Carretera Crevillente Km. 34,400, 03180 Torrevieja (Alicante)",1.999,2.139,1.979,2.019,CARREFOUR,L-D: 24H,2022-07-19 15:15:00
"Carretera Crt Gral Icod-S/C.pk 38.8 Km. 38,8, 38410 Los Realejos (Santa Cruz De Tenerife)",1.585,1.685,1.595,1.695,TGAS LA GORVORANA,L-D: 24H,2022-07-19 22:00:00
"Carretera Crt. Rm-730 Km. 730, 30400 Caravaca De La Cruz (Murcia)",1.939,2.069,1.889,1.979,ESTACION DE SERVICIO VENTA CAVILA,L-D: 24H,2022-07-19 20:46:00
"Carretera Crta A-1,  Madrid-Burgos Km. 203, 09390 Villalmanzo (Burgos)",2.089,2.333,2.029,2.099,REPSOL,L-D: 24H,2022-07-17 06:00:00
"Carretera Crta Cordoba A Badajoz Km. 71,3, 06300 Zafra (Badajoz)",1.989,2.099,2.029,2.069,CARREFOUR,L-D: 24H,2022-07-19 15:15:00
"Carretera Crta Ct-2 Pk 6.70 . Parcelas 217/218/219/278/283 Km. 6,7, 33410 Castrillón (Asturias)",1.949,2.081,1.959,2.039,CEPSA,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Crta Cv 520 Km. 0.36 Km. 0,36, 46450 Benifaió (Valencia / València)",2.027,,1.992,,ALDIAUTO,L-D: 06:00-22:00,2022-07-18 14:32:00
"Carretera Crta Murcia Km. 146, 30430 Cehegín (Murcia)",1.999,2.131,1.959,2.025,CEHEGINGAS,L-V: 06:00-23:59; S-D: 00:00-23:59,2022-07-19 23:55:00
"Carretera Crta N 634 Km. 502, 33700 Valdés (Asturias)",2.034,2.144,1.999,2.059,GALP,L-D: 07:00-23:00,2022-07-20 02:14:00
"Carretera Crta Sevilla - Ronda A-376 Km. 59,2, 41750 Molares (Los) (Sevilla)",2.087,2.249,1.999,2.065,REPSOL,L-D: 06:00-22:00,2022-07-18 06:00:00
"Carretera Crta. Alcala-Frailes Km. 10, 23690 Frailes (Jaén)",2.169,2.299,2.059,2.129,AGLA,L-D: 08:00-22:00,2022-07-18 09:18:00
"Carretera Crta. Alicun Km. S/N, 04740 Roquetas De Mar (Almería)",2.029,2.189,1.999,,CARREFOUR,L-D: 24H,2022-07-19 15:15:00
"Carretera Crta. De Las Playas Km 0,6 Km. 0,6, 35572 Tías (Palmas (Las))",1.639,1.718,1.617,1.719,SPL,L-D: 07:00-22:00,2022-07-18 13:18:00
"Carretera Crta. Iniesta, Poligono 32, Parcela 68 Km. 27,200, 16237 Ledaña (Cuenca)",1.999,,1.989,,U.S GASOLEOS GUILLEN S.L,L-D: 24H,2022-07-18 10:58:00
"Carretera Crta. N-525, Km.199.4 Km. 199,4, 32630 Xinzo De Limia (Ourense)",1.989,2.139,2.009,2.059,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Crta. N-Iii Km. 108,4, 16500 Huete (Cuenca)",2.059,2.209,2.009,2.109,REPSOL,L-D: 24H,2022-07-18 12:23:00
"Carretera Crta. Nac 340a Km. 533, 04620 Vera (Almería)",1.989,2.119,1.969,2.039,CEPSA,L-D: 24H,2022-07-18 08:31:00
"Carretera Crta. Nacional N-342 Km. 26,8, 11630 Arcos De La Frontera (Cádiz)",1.979,2.079,1.979,2.019,CARREFOUR,L-D: 24H,2022-07-19 15:15:00
"Carretera Crta. Valverde De Leganes Km, 1 Km. 1, 06010 Badajoz (Badajoz)",2.019,2.119,1.999,2.039,CARREFOUR,L-D: 24H,2022-07-19 15:15:00
"Carretera Crta. Za-104 Km. 4,723, 49390 Robleda-Cervantes (Zamora)",1.969,2.109,1.939,2.029,"REPOSTAR,  ANTONIO  DEL ESTAL LÓPEZ S.L.",L-D: 08:00-23:00,2022-07-19 08:00:00
"Carretera Crta.comarcal 251 Km 1'2 Km., 08400 Granollers (Barcelona)",1.999,2.249,1.969,2.039,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Crta.cr-141 Km 3,70 Km. 3,70, 13200 Manzanares (Ciudad Real)",1.939,2.059,1.989,2.059,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Carretera Crta.infantes S/N Km., 13329 Carrizosa (Ciudad Real)",1.969,2.2,1.989,,PETRONOR,L: 6:30-22:00,2022-07-19 11:36:00
"Carretera Crta.le-110 Km 13 Km. 13,100, 24760 Castrocalbón (León)",1.999,,1.969,2.019,PETRONOR,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Crta.mazariegos Km.8,2 Km. 8,2, 34337 Fuentes De Nava (Palencia)",2.029,,1.959,,S.E. SAN AGUSTIN S.L.,L-S: 7:30-22:00,2022-07-18 09:33:00
"Carretera Crta.n 152 Esq.st.miquel Corb Km., 17178 Les Preses (Girona)",1.929,2.119,1.899,1.969,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Crta.n Ii, Km 635, Pol.ind. Voramar Km., 08320 El Masnou (Barcelona)",1.999,2.129,1.999,2.069,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Crta.sta.creu Calafell Km 7,8 Km. 7,800, 08830 Sant Boi De Llobregat (Barcelona)",1.879,,1.829,,GALP,L-D: 24H,2022-07-18 11:38:00
"Carretera Crtra De Orense A Portugal Km. 25,4, 32800 Celanova (Ourense)",1.999,2.149,1.979,2.079,REPSOL,L-D: 07:00-00:00,2022-07-19 10:58:00
"Carretera Crtra La Palma A Bollullos Km. 3,2, 21700 La Palma Del Condado (Huelva)",2.009,2.179,1.999,2.039,CARREFOUR,L-D: 24H,2022-07-19 15:15:00
"Carretera Crtra Na Iv Madrid-Cadiz Km. 394, 14610 Córdoba (Córdoba)",1.969,,1.969,2.019,REPSOL,L-D: 06:00-20:00,2022-07-20 00:00:00
"Carretera Crtra Niv Madird-Cadiz Km. 394, 14610 Córdoba (Córdoba)",1.969,,1.969,2.019,REPSOL,L-V: 07:00-20:00,2022-07-20 00:00:00
"Carretera Crtra. De Utrera  Km 1 Km. 1, 41013 Sevilla (Sevilla)",2.029,2.119,1.989,2.029,CARREFOUR,L-S: 06:00-23:00,2022-07-19 15:15:00
"Carretera Cruz Negra S/N Km. 0, 46240 Carlet (Valencia / València)",1.877,2.159,1.866,2.075,E.S. LA PONDEROSA,L-D: 06:00-22:00,2022-07-18 20:17:00
"Carretera Cs 220 Km. 1,2, 12520 Nules (Castellón / Castelló)",1.949,2.079,1.959,2.009,PETRONOR,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Ctr.mu-602 Km. 8,4, 30390 Cartagena (Murcia)",1.959,2.089,1.939,1.999,E.S.REPSOL,L-D: 06:00-22:00,2022-07-19 00:00:00
"Carretera Ctra A Peñarada S/N Km., 47400 Medina Del Campo (Valladolid)",1.949,2.059,1.969,2.039,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Ctra Comarcal 246 Km., 43700 El Vendrell (Tarragona)",1.999,2.139,1.939,2.009,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Ctra Crevillente S/N Km. Km 3, 03180 Torrevieja (Alicante)",1.899,2.209,1.877,1.947,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Ctra De Alguazas S/N Km. 04, 30500 Molina De Segura (Murcia)",1.958,,1.898,1.898,GPS.MOLINA,L-D: 06:30-22:30,2022-07-18 14:45:00
"Carretera Ctra De Mao A Ciutadella Me-1 Km. 23, 07740 Es Mercadal (Balears (Illes))",2.099,,2.089,2.189,BP,L-S: 07:00-22:00; D: 08:00-22:00,2022-07-19 00:00:00
"Carretera Ctra General Del Norte Km. 35,800, 35480 Agaete (Palmas (Las))",1.607,1.693,1.599,,DISA AGAETE,L-V: 05:30-22:00; S: 06:30-22:00; D: 08:00-22:00,2022-07-19 16:25:00
"Carretera Ctra Gi-512 Km. 1, 08399 Tordera (Barcelona)",1.959,,1.929,,LA FARINERA,L-D: 24H,2022-07-18 19:05:00
"Carretera Ctra Gral Guaza Tf-66 Km. 79, 38627 Arona (Santa Cruz De Tenerife)",1.618,1.752,1.598,1.698,BP GUAZA,L-D: 24H,2022-07-18 09:59:00
"Carretera Ctra L411 Pkm 11,2 Km. 11, 24234 Laguna De Negrillos (León)",1.949,,1.959,2.009,REPSOL,L-V: 08:00-20:30; S: 09:00-20:00; D: 10:00-14:00,2022-07-20 00:00:00
"Carretera Ctra Mu-411 Km. 5,637, 30500 Molina De Segura (Murcia)",1.949,,1.869,1.869,RENESUR FENAZAR,L-D: 06:00-22:00,2022-07-19 06:00:00
"Carretera Ctra N-Ii Km. Km 452,2, 25180 Alcarràs (Lleida)",1.899,2.194,1.899,,Q8,L-D: 06:00-22:00,2022-07-19 12:20:00
"Carretera Ctra N 332 Km. 236, 46760 Tavernes De La Valldigna (Valencia / València)",2.089,2.239,1.989,2.079,BP VALLDIGNA,L-D: 24H,2022-07-17 11:32:00
"Carretera Ctra N Ii Km. 747, 17770 Borrassà (Girona)",1.964,2.114,1.974,2.034,GALP,L-D: 06:00-22:00,2022-07-20 02:14:00
"Carretera Ctra Nac.634 Km. 554,8, 27700 Ribadeo (Lugo)",1.909,1.989,1.879,,EROSKI,L-S: 09:00-22:00,2022-07-19 08:05:00
"Carretera Ctra Nacional Ii (Sector 21) Parking C. Comercial Atrium Km., 08740 Sant Andreu De La Barca (Barcelona)",1.979,2.029,1.979,2.049,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Ctra Pozo Amargo Km. 3, 16611 Casas De Haro (Cuenca)",1.944,,1.969,,GALP,L-V: 08:00-19:00,2022-07-20 02:14:00
"Carretera Ctra San Fruitos Km. 65, 08600 Berga (Barcelona)",2.029,2.179,1.969,2.009,CARREFOUR,L-D: 24H,2022-07-19 15:17:00
"Carretera Ctra Valdepeñas-Ciudad Real Km. 4700, 13170 Miguelturra (Ciudad Real)",1.999,,2.009,2.079,CEPSA,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Ctra. A308 Km 1 Mi Km. 1, 18550 Iznalloz (Granada)",1.969,2.079,1.959,2.009,REPSOL,S: 06:00-20:00; D: 08:00-22:30,2022-07-20 00:00:00
"Carretera Ctra. Archena Km. 32, 03689 Hondón De Los Frailes (Alicante)",1.999,,1.979,2.039,SANTA CRUZ,L-D: 06:30-21:00,2022-07-18 11:01:00
"Carretera Ctra. B-201, Pk Km 3,1, Km. 3,1, 08820 El Prat De Llobregat (Barcelona)",2.06,,1.971,,Q8,L-V: 07:00-22:00; S: 08:00-22:00; D: 08:00-20:00,2022-07-18 08:36:00
"Carretera Ctra. Badajoz-Granada Km 3,5 M.d. Km. 3,5, 06009 Badajoz (Badajoz)",1.959,2.079,1.979,2.069,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Ctra. C-12 L'eix De L'ebre Km. 36,7, 43512 Benifallet (Tarragona)",1.819,1.919,1.799,1.819,TAMOIL,L-D: 24H,2022-07-19 17:15:00
"Carretera Ctra. C-1411-Z, Km.59.4 Km., 08692 Puig-Reig (Barcelona)",1.885,,1.865,1.905,PETRO PINTÓ S.L.,L-D: 24H,2022-07-19 10:52:00
"Carretera Ctra. C-253, P.k. 47,5 Km. 47,5, 17251 Calonge I Sant Antoni (Girona)",1.939,2.029,2.019,2.109,GALP,L-D: 24H,2022-07-19 19:32:00
"Carretera Ctra. C-431, Km. 62.8 Km. 62,8, 41470 Peñaflor (Sevilla)",1.949,,1.959,2.009,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Carretera Ctra. C-63 Km. Km 54,34, 17172 Les Planes D'hostoles (Girona)",1.989,2.259,1.959,,Q8,L-D: 24H,2022-07-19 12:20:00
"Carretera Ctra. Cuesta Ramon Km. 1, 35016 Las Palmas De Gran Canaria (Palmas (Las))",1.634,1.775,1.594,1.724,SHELL MERCALASPALMAS,L-V: 04:00-20:00,2022-07-19 15:23:00
